board,architecture,quant_mode,case,model,setup,group,flash_bytes,ram_bytes,flash_pct,ram_pct
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_knn16_fp32,instrumentation,392,0,0.23,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_knn16_fp32,unclassified,12963,46447,7.6,81.16
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_knn16_int8,backbone,43988,0,26.25,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_knn16_int8,head,1748,0,1.04,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_knn16_int8,frontend,8766,9240,5.23,16.14
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_knn16_int8,dsp_library,14650,0,8.74,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_knn16_int8,platform,87921,1545,52.46,2.7
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_knn16_int8,instrumentation,392,0,0.23,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_knn16_int8,unclassified,12963,46455,7.74,81.16
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_perchannel_euclidean_fp32,backbone,37870,0,23.4,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_perchannel_euclidean_fp32,head,868,0,0.54,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_perchannel_euclidean_fp32,frontend,8766,9240,5.42,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_perchannel_euclidean_fp32,dsp_library,14650,0,9.05,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_perchannel_euclidean_fp32,platform,89163,1545,55.1,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_perchannel_euclidean_fp32,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_perchannel_euclidean_fp32,unclassified,12963,53743,8.01,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_perchannel_knn16_fp32,backbone,37870,0,22.85,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_perchannel_knn16_fp32,head,4748,0,2.87,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_perchannel_knn16_fp32,frontend,8766,9240,5.29,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_perchannel_knn16_fp32,dsp_library,14650,0,8.84,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_perchannel_knn16_fp32,platform,89163,1545,53.81,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_perchannel_knn16_fp32,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_perchannel_knn16_fp32,unclassified,12963,53743,7.82,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_actboundaries_euclidean_fp32,backbone,34714,0,21.86,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_actboundaries_euclidean_fp32,head,868,0,0.55,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_actboundaries_euclidean_fp32,frontend,8766,9240,5.52,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_actboundaries_euclidean_fp32,dsp_library,14650,0,9.23,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_actboundaries_euclidean_fp32,platform,89291,1545,56.23,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_actboundaries_euclidean_fp32,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_actboundaries_euclidean_fp32,unclassified,12963,53743,8.16,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_actboundaries_knn16_fp32,backbone,34714,0,21.34,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_actboundaries_knn16_fp32,head,4748,0,2.92,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_actboundaries_knn16_fp32,frontend,8766,9240,5.39,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_actboundaries_knn16_fp32,dsp_library,14650,0,9.01,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_actboundaries_knn16_fp32,platform,89291,1545,54.89,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_actboundaries_knn16_fp32,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_actboundaries_knn16_fp32,unclassified,12963,53743,7.97,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_euclidean_fp32,backbone,34538,0,21.79,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_euclidean_fp32,head,868,0,0.55,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_euclidean_fp32,frontend,8766,9240,5.53,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_euclidean_fp32,dsp_library,14650,0,9.24,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_euclidean_fp32,platform,89163,1545,56.26,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_euclidean_fp32,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_euclidean_fp32,unclassified,12963,53743,8.18,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_knn16_fp32,backbone,34538,0,21.27,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_knn16_fp32,head,4748,0,2.92,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_knn16_fp32,frontend,8766,9240,5.4,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_knn16_fp32,dsp_library,14650,0,9.02,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_knn16_fp32,platform,89163,1545,54.91,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_knn16_fp32,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_all_pertensor_knn16_fp32,unclassified,12963,53743,7.98,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_perchannel_euclidean_fp32,backbone,44522,0,26.43,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_perchannel_euclidean_fp32,head,868,0,0.52,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_perchannel_euclidean_fp32,frontend,8766,9240,5.2,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_perchannel_euclidean_fp32,dsp_library,14650,0,8.7,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_perchannel_euclidean_fp32,platform,89163,1545,52.92,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_perchannel_euclidean_fp32,instrumentation,392,0,0.23,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_perchannel_euclidean_fp32,unclassified,12963,53743,7.69,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_perchannel_knn16_fp32,backbone,44522,0,25.83,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_perchannel_knn16_fp32,head,4748,0,2.75,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_perchannel_knn16_fp32,frontend,8766,9240,5.09,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_perchannel_knn16_fp32,dsp_library,14650,0,8.5,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_perchannel_knn16_fp32,platform,89163,1545,51.73,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_perchannel_knn16_fp32,instrumentation,392,0,0.23,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_perchannel_knn16_fp32,unclassified,12963,53743,7.52,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_pertensor_euclidean_fp32,backbone,41690,0,25.17,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_pertensor_euclidean_fp32,head,868,0,0.52,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_pertensor_euclidean_fp32,frontend,8766,9240,5.29,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_pertensor_euclidean_fp32,dsp_library,14650,0,8.84,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_pertensor_euclidean_fp32,platform,89163,1545,53.83,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_pertensor_euclidean_fp32,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_pertensor_euclidean_fp32,unclassified,12963,53743,7.83,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_pertensor_knn16_fp32,backbone,41690,0,24.59,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_pertensor_knn16_fp32,head,4748,0,2.8,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_pertensor_knn16_fp32,frontend,8766,9240,5.17,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_pertensor_knn16_fp32,dsp_library,14650,0,8.64,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_pertensor_knn16_fp32,platform,89163,1545,52.59,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_pertensor_knn16_fp32,instrumentation,392,0,0.23,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,w_proj_pertensor_knn16_fp32,unclassified,12963,53743,7.65,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,full_fp32_euclidean_fp32,backbone,112262,0,47.52,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,full_fp32_euclidean_fp32,head,868,0,0.37,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,full_fp32_euclidean_fp32,frontend,8766,9240,3.71,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,full_fp32_euclidean_fp32,dsp_library,14650,0,6.2,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,full_fp32_euclidean_fp32,platform,89163,1545,37.75,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,full_fp32_euclidean_fp32,instrumentation,392,0,0.17,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,full_fp32_euclidean_fp32,unclassified,12963,53743,5.49,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,full_fp32_knn16_fp32,backbone,112262,0,46.76,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,full_fp32_knn16_fp32,head,4748,0,1.98,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,full_fp32_knn16_fp32,frontend,8766,9240,3.65,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,full_fp32_knn16_fp32,dsp_library,14650,0,6.1,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,full_fp32_knn16_fp32,platform,89163,1545,37.14,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,full_fp32_knn16_fp32,instrumentation,392,0,0.16,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,full_fp32_knn16_fp32,unclassified,12963,53743,5.4,83.29
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_euclidean_fp32,backbone,37808,0,23.55,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_euclidean_fp32,head,868,0,0.54,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_euclidean_fp32,frontend,8766,9240,5.46,15.59
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_euclidean_fp32,dsp_library,14650,0,9.13,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_euclidean_fp32,platform,87911,1545,54.77,2.61
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_euclidean_fp32,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_euclidean_fp32,unclassified,12963,48495,8.08,81.81
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_euclidean_int8,backbone,37808,0,23.57,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_euclidean_int8,head,760,0,0.47,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_euclidean_int8,frontend,8766,9240,5.46,15.58
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_euclidean_int8,dsp_library,14650,0,9.13,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_euclidean_int8,platform,87911,1545,54.81,2.61
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_euclidean_int8,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_euclidean_int8,unclassified,12963,48503,8.08,81.81
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_knn16_fp32,backbone,37808,0,23.0,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_knn16_fp32,head,4748,0,2.89,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_knn16_fp32,frontend,8766,9240,5.33,15.59
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_knn16_fp32,dsp_library,14650,0,8.91,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_knn16_fp32,platform,87911,1545,53.48,2.61
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_knn16_fp32,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_knn16_fp32,unclassified,12963,48495,7.89,81.81
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_knn16_int8,backbone,37808,0,23.43,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_knn16_int8,head,1748,0,1.08,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_knn16_int8,frontend,8766,9240,5.43,15.58
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_knn16_int8,dsp_library,14650,0,9.08,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_knn16_int8,platform,87911,1545,54.47,2.61
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_knn16_int8,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qab_knn16_int8,unclassified,12963,48503,8.03,81.81
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_euclidean_fp32,backbone,33424,0,21.41,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_euclidean_fp32,head,868,0,0.56,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_euclidean_fp32,frontend,8766,9240,5.61,15.59
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_euclidean_fp32,dsp_library,14650,0,9.38,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_euclidean_fp32,platform,87911,1545,56.31,2.61
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_euclidean_fp32,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_euclidean_fp32,unclassified,12963,48495,8.3,81.81
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_euclidean_int8,backbone,33424,0,21.42,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_euclidean_int8,head,760,0,0.49,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_euclidean_int8,frontend,8766,9240,5.62,15.58
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_euclidean_int8,dsp_library,14650,0,9.39,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_euclidean_int8,platform,87911,1545,56.35,2.61
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_euclidean_int8,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_euclidean_int8,unclassified,12963,48503,8.31,81.81
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_knn16_fp32,backbone,33424,0,20.89,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_knn16_fp32,head,4748,0,2.97,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_knn16_fp32,frontend,8766,9240,5.48,15.59
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_knn16_fp32,dsp_library,14650,0,9.16,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_knn16_fp32,platform,87911,1545,54.94,2.61
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_knn16_fp32,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_knn16_fp32,unclassified,12963,48495,8.1,81.81
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_knn16_int8,backbone,33424,0,21.29,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_knn16_int8,head,1748,0,1.11,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_knn16_int8,frontend,8766,9240,5.58,15.58
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_knn16_int8,dsp_library,14650,0,9.33,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_knn16_int8,platform,87911,1545,55.99,2.61
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_knn16_int8,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h16_qabar_knn16_int8,unclassified,12963,48503,8.26,81.81
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_euclidean_fp32,backbone,37800,0,23.55,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_euclidean_fp32,head,868,0,0.54,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_euclidean_fp32,frontend,8766,9240,5.46,16.14
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_euclidean_fp32,dsp_library,14650,0,9.13,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_euclidean_fp32,platform,87911,1545,54.77,2.7
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_euclidean_fp32,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_euclidean_fp32,unclassified,12963,46447,8.08,81.16
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_euclidean_int8,backbone,37800,0,23.57,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_euclidean_int8,head,760,0,0.47,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_euclidean_int8,frontend,8766,9240,5.47,16.14
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_euclidean_int8,dsp_library,14650,0,9.13,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_euclidean_int8,platform,87911,1545,54.81,2.7
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_euclidean_int8,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_euclidean_int8,unclassified,12963,46455,8.08,81.16
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_knn16_fp32,backbone,37800,0,22.99,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_knn16_fp32,head,4748,0,2.89,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_knn16_fp32,frontend,8766,9240,5.33,16.14
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_knn16_fp32,dsp_library,14650,0,8.91,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_knn16_fp32,platform,87911,1545,53.48,2.7
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_knn16_fp32,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_knn16_fp32,unclassified,12963,46447,7.89,81.16
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_knn16_int8,backbone,37800,0,23.42,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_knn16_int8,head,1748,0,1.08,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_knn16_int8,frontend,8766,9240,5.43,16.14
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_knn16_int8,dsp_library,14650,0,9.08,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_knn16_int8,platform,87911,1545,54.47,2.7
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_knn16_int8,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qab_knn16_int8,unclassified,12963,46455,8.03,81.16
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_euclidean_fp32,backbone,33416,0,21.4,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_euclidean_fp32,head,868,0,0.56,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_euclidean_fp32,frontend,8766,9240,5.61,16.14
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_euclidean_fp32,dsp_library,14650,0,9.38,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_euclidean_fp32,platform,87911,1545,56.31,2.7
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_euclidean_fp32,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_euclidean_fp32,unclassified,12963,46447,8.3,81.16
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_euclidean_int8,backbone,33416,0,21.42,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_euclidean_int8,head,760,0,0.49,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_euclidean_int8,frontend,8766,9240,5.62,16.14
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_euclidean_int8,dsp_library,14650,0,9.39,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_euclidean_int8,platform,87911,1545,56.35,2.7
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_euclidean_int8,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_euclidean_int8,unclassified,12963,46455,8.31,81.16
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_knn16_fp32,backbone,33416,0,20.88,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_knn16_fp32,head,4748,0,2.97,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_knn16_fp32,frontend,8766,9240,5.48,16.14
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_knn16_fp32,dsp_library,14650,0,9.16,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_knn16_fp32,platform,87911,1545,54.94,2.7
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_knn16_fp32,instrumentation,392,0,0.24,0.0
