held_out_case,d_state,n_layers,expand,selective,discretization,horizon_k,target,config_name,model_hash
3,32,1,1,True,euler,2,residual,cd2caed96f33.yaml,bb31696a03a1
4,32,1,1,True,euler,2,residual,cd2caed96f33.yaml,4f06e89db70a
1,32,1,1,True,euler,2,absolute,74840434db60.yaml,a0ab2dced993
2,32,1,1,True,euler,2,absolute,74840434db60.yaml,fa97309b63be
3,32,1,1,True,euler,2,absolute,74840434db60.yaml,2a56bca477d4
4,32,1,1,True,euler,2,absolute,74840434db60.yaml,cd05b4922262
1,32,1,1,True,euler,5,residual,f82c10b2c764.yaml,efec03459f50
2,32,1,1,True,euler,5,residual,f82c10b2c764.yaml,148f542141e9
3,32,1,1,True,euler,5,residual,f82c10b2c764.yaml,f69ef967737e
4,32,1,1,True,euler,5,residual,f82c10b2c764.yaml,d029696412ce
1,32,1,1,True,euler,5,absolute,0e31219fdfde.yaml,cee7f5c0ca20
2,32,1,1,True,euler,5,absolute,0e31219fdfde.yaml,a31eea9d6ed4
3,32,1,1,True,euler,5,absolute,0e31219fdfde.yaml,4434236ee7ae
4,32,1,1,True,euler,5,absolute,0e31219fdfde.yaml,55e0c6e5fc78
1,32,1,1,False,zoh,2,residual,ddca9c6767da.yaml,c24ed91eaf8d
2,32,1,1,False,zoh,2,residual,ddca9c6767da.yaml,f3105db7f2b3
3,32,1,1,False,zoh,2,residual,ddca9c6767da.yaml,0e00c53a2905
4,32,1,1,False,zoh,2,residual,ddca9c6767da.yaml,72cffbc31e65
1,32,1,1,False,zoh,2,absolute,b023a4b20182.yaml,4b589e6e3d76
2,32,1,1,False,zoh,2,absolute,b023a4b20182.yaml,3347e55df724
3,32,1,1,False,zoh,2,absolute,b023a4b20182.yaml,ef647f138df4
4,32,1,1,False,zoh,2,absolute,b023a4b20182.yaml,31f616d84f30
1,32,1,1,False,zoh,5,residual,aac986531036.yaml,b89e644df0b3
2,32,1,1,False,zoh,5,residual,aac986531036.yaml,62adddc7ad43
3,32,1,1,False,zoh,5,residual,aac986531036.yaml,0a931286a820
4,32,1,1,False,zoh,5,residual,aac986531036.yaml,deb8cd0f6192
1,32,1,1,False,zoh,5,absolute,e4ba5dd934c6.yaml,a3279c8d5f51
2,32,1,1,False,zoh,5,absolute,e4ba5dd934c6.yaml,62ca71cbe50f
3,32,1,1,False,zoh,5,absolute,e4ba5dd934c6.yaml,8cc20d682c20
4,32,1,1,False,zoh,5,absolute,e4ba5dd934c6.yaml,e58d8854b0c4
1,32,1,1,False,euler,2,residual,b73c95fa7731.yaml,a5ba155885e9
2,32,1,1,False,euler,2,residual,b73c95fa7731.yaml,1c29d325fc54
3,32,1,1,False,euler,2,residual,b73c95fa7731.yaml,253a20b93340
4,32,1,1,False,euler,2,residual,b73c95fa7731.yaml,f243118ece7f
1,32,1,1,False,euler,2,absolute,7dadf9d6599f.yaml,f416ad8fba2a
2,32,1,1,False,euler,2,absolute,7dadf9d6599f.yaml,d54e3ea0ec06
3,32,1,1,False,euler,2,absolute,7dadf9d6599f.yaml,f7bb2972bba4
4,32,1,1,False,euler,2,absolute,7dadf9d6599f.yaml,662cb9b92f51
1,32,1,1,False,euler,5,residual,8ab0d9cc1621.yaml,a4cd58252af0
2,32,1,1,False,euler,5,residual,8ab0d9cc1621.yaml,b6c797ab1ee5
3,32,1,1,False,euler,5,residual,8ab0d9cc1621.yaml,baaf32a16cf2
4,32,1,1,False,euler,5,residual,8ab0d9cc1621.yaml,ec7a978d865c
1,32,1,1,False,euler,5,absolute,5305066be676.yaml,303a15a80853
2,32,1,1,False,euler,5,absolute,5305066be676.yaml,8b7a8eef8b60
3,32,1,1,False,euler,5,absolute,5305066be676.yaml,783132d3aac1
4,32,1,1,False,euler,5,absolute,5305066be676.yaml,578ff24563a1
1,16,4,2,True,zoh,2,residual,9fc675fd0183.yaml,76529a9ade37
2,16,4,2,True,zoh,2,residual,9fc675fd0183.yaml,a3b300221f60
3,16,4,2,True,zoh,2,residual,9fc675fd0183.yaml,5717b648f54a
4,16,4,2,True,zoh,2,residual,9fc675fd0183.yaml,f45204d1628b
1,16,4,2,True,zoh,2,absolute,c7419d488b4c.yaml,97384bea16aa
2,16,4,2,True,zoh,2,absolute,c7419d488b4c.yaml,66469b1856fa
3,16,4,2,True,zoh,2,absolute,c7419d488b4c.yaml,045b728a6d80
4,16,4,2,True,zoh,2,absolute,c7419d488b4c.yaml,9fa0f90ac6f0
1,16,4,2,True,zoh,5,residual,76356ea9ff78.yaml,fd49aa4ee017
2,16,4,2,True,zoh,5,residual,76356ea9ff78.yaml,509222774150
3,16,4,2,True,zoh,5,residual,76356ea9ff78.yaml,eb1dfc1f3f0f
4,16,4,2,True,zoh,5,residual,76356ea9ff78.yaml,5de964914d30
1,16,4,2,True,zoh,5,absolute,b133144a1761.yaml,d045851cec58
2,16,4,2,True,zoh,5,absolute,b133144a1761.yaml,51dd00252997
3,16,4,2,True,zoh,5,absolute,b133144a1761.yaml,672ed2f0fc4e
4,16,4,2,True,zoh,5,absolute,b133144a1761.yaml,d216f7ee511d
1,16,4,2,True,euler,2,residual,66f9b66faef8.yaml,f3b8233e4c4f
2,16,4,2,True,euler,2,residual,66f9b66faef8.yaml,cc49d7b52eef
3,16,4,2,True,euler,2,residual,66f9b66faef8.yaml,ec493d639920
4,16,4,2,True,euler,2,residual,66f9b66faef8.yaml,0ed026a012fd
1,16,4,2,True,euler,2,absolute,ec4c3113b884.yaml,5b9942e96599
2,16,4,2,True,euler,2,absolute,ec4c3113b884.yaml,ecc20b55290e
3,16,4,2,True,euler,2,absolute,ec4c3113b884.yaml,0fd7f5673f87
4,16,4,2,True,euler,2,absolute,ec4c3113b884.yaml,bdcbd7ef1370
1,16,4,2,True,euler,5,residual,1f78eb7884d1.yaml,0d95ed3905a7
2,16,4,2,True,euler,5,residual,1f78eb7884d1.yaml,6a1fbdb93d1b
3,16,4,2,True,euler,5,residual,1f78eb7884d1.yaml,ab1a6fa7d766
4,16,4,2,True,euler,5,residual,1f78eb7884d1.yaml,d815faeb06c7
1,16,4,2,True,euler,5,absolute,ab0edca6da37.yaml,4721b30ec592
2,16,4,2,True,euler,5,absolute,ab0edca6da37.yaml,8b18c088b5bc
3,16,4,2,True,euler,5,absolute,ab0edca6da37.yaml,166e04f79bbc
4,16,4,2,True,euler,5,absolute,ab0edca6da37.yaml,b8f37d2f07a3
1,16,4,2,False,zoh,2,residual,958b5079feae.yaml,3371b4ab52be
2,16,4,2,False,zoh,2,residual,958b5079feae.yaml,be3386c9ee8b
3,16,4,2,False,zoh,2,residual,958b5079feae.yaml,909281abd221
4,16,4,2,False,zoh,2,residual,958b5079feae.yaml,226b90af4105
1,16,4,2,False,zoh,2,absolute,a489e64a5b58.yaml,dbe3fd5b5d33
2,16,4,2,False,zoh,2,absolute,a489e64a5b58.yaml,93a3f272c39c
3,16,4,2,False,zoh,2,absolute,a489e64a5b58.yaml,68246806559e
4,16,4,2,False,zoh,2,absolute,a489e64a5b58.yaml,4b4ea613f0b8
1,16,4,2,False,zoh,5,residual,f8c91a636c01.yaml,a8fab97cb8b1
2,16,4,2,False,zoh,5,residual,f8c91a636c01.yaml,e508c757c0e2
3,16,4,2,False,zoh,5,residual,f8c91a636c01.yaml,cb0ffb6f17ac
4,16,4,2,False,zoh,5,residual,f8c91a636c01.yaml,448915b79f27
1,16,4,2,False,zoh,5,absolute,53c417a71286.yaml,ae7316c4ee89
2,16,4,2,False,zoh,5,absolute,53c417a71286.yaml,3ddacf81b62c
3,16,4,2,False,zoh,5,absolute,53c417a71286.yaml,d359f6d36556
4,16,4,2,False,zoh,5,absolute,53c417a71286.yaml,b4c8f2796630
1,16,4,2,False,euler,2,residual,7bd3273ab33e.yaml,22046ec32b53
2,16,4,2,False,euler,2,residual,7bd3273ab33e.yaml,20f5672ddec1
3,16,4,2,False,euler,2,residual,7bd3273ab33e.yaml,9fdec85f63d7
4,16,4,2,False,euler,2,residual,7bd3273ab33e.yaml,6fdde0433edd
1,16,4,2,False,euler,2,absolute,8dc30849fd5a.yaml,5c751cc00da0
2,16,4,2,False,euler,2,absolute,8dc30849fd5a.yaml,56fe7b0e93b7
3,16,4,2,False,euler,2,absolute,8dc30849fd5a.yaml,110d292f21dc
4,16,4,2,False,euler,2,absolute,8dc30849fd5a.yaml,039751365c61
1,16,4,2,False,euler,5,residual,db1ac6a09de1.yaml,9b7c2b4845b1
2,16,4,2,False,euler,5,residual,db1ac6a09de1.yaml,b55fd0ca1221
3,16,4,2,False,euler,5,residual,db1ac6a09de1.yaml,3285aa068fb5
4,16,4,2,False,euler,5,residual,db1ac6a09de1.yaml,9aea1936bf7d
1,16,4,2,False,euler,5,absolute,8ef1f6f38a91.yaml,2853f5c5675d
2,16,4,2,False,euler,5,absolute,8ef1f6f38a91.yaml,51244c269b8a
3,16,4,2,False,euler,5,absolute,8ef1f6f38a91.yaml,38558a627457
4,16,4,2,False,euler,5,absolute,8ef1f6f38a91.yaml,15e14e689b5b
1,16,4,1,True,zoh,2,residual,bd0c0b487924.yaml,53bb32154053
2,16,4,1,True,zoh,2,residual,bd0c0b487924.yaml,4778236053a1
3,16,4,1,True,zoh,2,residual,bd0c0b487924.yaml,e3082ba91829
4,16,4,1,True,zoh,2,residual,bd0c0b487924.yaml,925746588454
1,16,4,1,True,zoh,2,absolute,4984738a4edf.yaml,1858ee6237a1
2,16,4,1,True,zoh,2,absolute,4984738a4edf.yaml,c03c54827442
3,16,4,1,True,zoh,2,absolute,4984738a4edf.yaml,314a333b37bd
4,16,4,1,True,zoh,2,absolute,4984738a4edf.yaml,601867986e6b
1,16,4,1,True,zoh,5,residual,ddb4e452a44d.yaml,d51e0e18ced8
2,16,4,1,True,zoh,5,residual,ddb4e452a44d.yaml,4b48a98dcd08
3,16,4,1,True,zoh,5,residual,ddb4e452a44d.yaml,98bb52dea04a
4,16,4,1,True,zoh,5,residual,ddb4e452a44d.yaml,ce9d30382eba
1,16,4,1,True,zoh,5,absolute,c85e4344acfa.yaml,53a23447e393
2,16,4,1,True,zoh,5,absolute,c85e4344acfa.yaml,77b6789aa5fa
3,16,4,1,True,zoh,5,absolute,c85e4344acfa.yaml,9d8655acba7b
4,16,4,1,True,zoh,5,absolute,c85e4344acfa.yaml,6e8a4cbc7119
1,16,4,1,True,euler,2,residual,acb5f6b4022f.yaml,4da754070cf6
2,16,4,1,True,euler,2,residual,acb5f6b4022f.yaml,33f4fa2efad5
3,16,4,1,True,euler,2,residual,acb5f6b4022f.yaml,f9f8b87d0bf7
4,16,4,1,True,euler,2,residual,acb5f6b4022f.yaml,54be3f78f8da
1,16,4,1,True,euler,2,absolute,222fc88cde27.yaml,6b8efd4d08d7
2,16,4,1,True,euler,2,absolute,222fc88cde27.yaml,0405091bc263
3,16,4,1,True,euler,2,absolute,222fc88cde27.yaml,7007a3e6ec73
4,16,4,1,True,euler,2,absolute,222fc88cde27.yaml,0e4c2b957e4a
1,16,4,1,True,euler,5,residual,8bdab3d749d0.yaml,c9ccf3458397
2,16,4,1,True,euler,5,residual,8bdab3d749d0.yaml,e81a05f7e1cc
3,16,4,1,True,euler,5,residual,8bdab3d749d0.yaml,ff192bf86183
4,16,4,1,True,euler,5,residual,8bdab3d749d0.yaml,b33c65152914
1,16,4,1,True,euler,5,absolute,632e274aaff7.yaml,6f0ca96944f3
2,16,4,1,True,euler,5,absolute,632e274aaff7.yaml,7a5967944a24
3,16,4,1,True,euler,5,absolute,632e274aaff7.yaml,6daf67531079
4,16,4,1,True,euler,5,absolute,632e274aaff7.yaml,0e1af0b4d2e2
1,16,4,1,False,zoh,2,residual,2de62f14efc4.yaml,be9143693d04
2,16,4,1,False,zoh,2,residual,2de62f14efc4.yaml,0a82b585a004
3,16,4,1,False,zoh,2,residual,2de62f14efc4.yaml,665d98c18f36
4,16,4,1,False,zoh,2,residual,2de62f14efc4.yaml,716fedd50712
1,16,4,1,False,zoh,2,absolute,8dfce4489d23.yaml,dde4643dc180
2,16,4,1,False,zoh,2,absolute,8dfce4489d23.yaml,5874d8733db5
3,16,4,1,False,zoh,2,absolute,8dfce4489d23.yaml,9436dc1a0ab0
4,16,4,1,False,zoh,2,absolute,8dfce4489d23.yaml,a7f617b666c4
1,16,4,1,False,zoh,5,residual,7b1e30fd8d24.yaml,875af2057c45
2,16,4,1,False,zoh,5,residual,7b1e30fd8d24.yaml,d5bb9677661a
3,16,4,1,False,zoh,5,residual,7b1e30fd8d24.yaml,7563ab93e810
4,16,4,1,False,zoh,5,residual,7b1e30fd8d24.yaml,028ff9984ceb
1,16,4,1,False,zoh,5,absolute,cfe62f3084d9.yaml,d915c9d03f49
2,16,4,1,False,zoh,5,absolute,cfe62f3084d9.yaml,835056b2c710
3,16,4,1,False,zoh,5,absolute,cfe62f3084d9.yaml,f3b53fb2a8fc
4,16,4,1,False,zoh,5,absolute,cfe62f3084d9.yaml,e38415e96fab
1,16,4,1,False,euler,2,residual,70b533d14566.yaml,8d40eaa814c7
2,16,4,1,False,euler,2,residual,70b533d14566.yaml,1d8c8307ff8e
3,16,4,1,False,euler,2,residual,70b533d14566.yaml,8212eb4c4fe6
4,16,4,1,False,euler,2,residual,70b533d14566.yaml,e04a5284eb9e
1,16,4,1,False,euler,2,absolute,809c9b4976c7.yaml,da2d6c4bbe2e
2,16,4,1,False,euler,2,absolute,809c9b4976c7.yaml,73a70f7c76ec
3,16,4,1,False,euler,2,absolute,809c9b4976c7.yaml,e41549436450
4,16,4,1,False,euler,2,absolute,809c9b4976c7.yaml,1425d6c25f9a
1,16,4,1,False,euler,5,residual,87777aea152a.yaml,a3afad22a5ec
2,16,4,1,False,euler,5,residual,87777aea152a.yaml,efc3975bea00
3,16,4,1,False,euler,5,residual,87777aea152a.yaml,d1572361d798
4,16,4,1,False,euler,5,residual,87777aea152a.yaml,40298c4b66fd
1,16,4,1,False,euler,5,absolute,c89f5e2939f3.yaml,ab7090cef872
2,16,4,1,False,euler,5,absolute,c89f5e2939f3.yaml,41cf0bf5f6e3
3,16,4,1,False,euler,5,absolute,c89f5e2939f3.yaml,c276fa549724
4,16,4,1,False,euler,5,absolute,c89f5e2939f3.yaml,dccfe996eb99
1,16,2,2,True,zoh,2,residual,0e68422ca28d.yaml,ce8ec3e934b4
2,16,2,2,True,zoh,2,residual,0e68422ca28d.yaml,19ac1e836552
3,16,2,2,True,zoh,2,residual,0e68422ca28d.yaml,7808a92f4022
4,16,2,2,True,zoh,2,residual,0e68422ca28d.yaml,968b5faff01b
1,16,2,2,True,zoh,2,absolute,7af69102d328.yaml,e569e4077000
2,16,2,2,True,zoh,2,absolute,7af69102d328.yaml,b07882caa87e
3,16,2,2,True,zoh,2,absolute,7af69102d328.yaml,1ee145e6aa75
4,16,2,2,True,zoh,2,absolute,7af69102d328.yaml,69af54872e66
1,16,2,2,True,zoh,5,residual,0b9e48053348.yaml,bfe12edb9c90
2,16,2,2,True,zoh,5,residual,0b9e48053348.yaml,73d5b4bd5ea7
3,16,2,2,True,zoh,5,residual,0b9e48053348.yaml,f1484272445f
4,16,2,2,True,zoh,5,residual,0b9e48053348.yaml,e2129ea0600d
1,16,2,2,True,zoh,5,absolute,90f3f169f5ec.yaml,1a9dba529d84
2,16,2,2,True,zoh,5,absolute,90f3f169f5ec.yaml,6012b299b0b7
3,16,2,2,True,zoh,5,absolute,90f3f169f5ec.yaml,ccedc648f765
4,16,2,2,True,zoh,5,absolute,90f3f169f5ec.yaml,d669963171d4
1,16,2,2,True,euler,2,residual,f19d5ca15add.yaml,03dbd2d1bc74
2,16,2,2,True,euler,2,residual,f19d5ca15add.yaml,1ffd8dc5b10a
3,16,2,2,True,euler,2,residual,f19d5ca15add.yaml,701048735cab
4,16,2,2,True,euler,2,residual,f19d5ca15add.yaml,fb57fac367db
1,16,2,2,True,euler,2,absolute,3615d6bc464f.yaml,c10b1bb52151
2,16,2,2,True,euler,2,absolute,3615d6bc464f.yaml,20dd7320c0d5
3,16,2,2,True,euler,2,absolute,3615d6bc464f.yaml,e7f49f6bb3cb
4,16,2,2,True,euler,2,absolute,3615d6bc464f.yaml,2832f8a96f3f
1,16,2,2,True,euler,5,residual,6e74e3bb052b.yaml,ac1a8a7ba0c4
2,16,2,2,True,euler,5,residual,6e74e3bb052b.yaml,811a5730885c
3,16,2,2,True,euler,5,residual,6e74e3bb052b.yaml,fa49b480cbd3
4,16,2,2,True,euler,5,residual,6e74e3bb052b.yaml,c17884e87d43
1,16,2,2,True,euler,5,absolute,924d4aff5e0a.yaml,7f12afb9dd74
2,16,2,2,True,euler,5,absolute,924d4aff5e0a.yaml,bc8c7e431375
3,16,2,2,True,euler,5,absolute,924d4aff5e0a.yaml,2cf4521c81b5
4,16,2,2,True,euler,5,absolute,924d4aff5e0a.yaml,cd7948ace230
1,16,2,2,False,zoh,2,residual,3b440664aeb5.yaml,a15fdab255cf
2,16,2,2,False,zoh,2,residual,3b440664aeb5.yaml,b83bb2cbb324
3,16,2,2,False,zoh,2,residual,3b440664aeb5.yaml,0d5917358d51
4,16,2,2,False,zoh,2,residual,3b440664aeb5.yaml,8c67d8bad9fb
1,16,2,2,False,zoh,2,absolute,f81a185f88e0.yaml,c5e671625c98
2,16,2,2,False,zoh,2,absolute,f81a185f88e0.yaml,c3dcd4649e40
3,16,2,2,False,zoh,2,absolute,f81a185f88e0.yaml,208c19fce053
4,16,2,2,False,zoh,2,absolute,f81a185f88e0.yaml,6c8a96c86552
1,16,2,2,False,zoh,5,residual,f7db490902f9.yaml,e38cfb086a91
2,16,2,2,False,zoh,5,residual,f7db490902f9.yaml,8cc73aebc02c
3,16,2,2,False,zoh,5,residual,f7db490902f9.yaml,03c12dc309cb
4,16,2,2,False,zoh,5,residual,f7db490902f9.yaml,0b6b227c49d6
1,16,2,2,False,zoh,5,absolute,4d05360d4696.yaml,70fa40b5d963
2,16,2,2,False,zoh,5,absolute,4d05360d4696.yaml,0728c5660c22
3,16,2,2,False,zoh,5,absolute,4d05360d4696.yaml,d5b21be3a58b
4,16,2,2,False,zoh,5,absolute,4d05360d4696.yaml,9f3c7fb65a4e
1,16,2,2,False,euler,2,residual,83ce3829615e.yaml,e849f675acc5
2,16,2,2,False,euler,2,residual,83ce3829615e.yaml,b025dae69227
3,16,2,2,False,euler,2,residual,83ce3829615e.yaml,6d79ddf5b9f7
4,16,2,2,False,euler,2,residual,83ce3829615e.yaml,7965d84f2226
1,16,2,2,False,euler,2,absolute,a10ed50ff358.yaml,86c674952813
2,16,2,2,False,euler,2,absolute,a10ed50ff358.yaml,272d64e2c97b
3,16,2,2,False,euler,2,absolute,a10ed50ff358.yaml,3e9c4f3147aa
4,16,2,2,False,euler,2,absolute,a10ed50ff358.yaml,590c5c28019b
1,16,2,2,False,euler,5,residual,ac5101ad9bbd.yaml,3a0f08ae1eb0
2,16,2,2,False,euler,5,residual,ac5101ad9bbd.yaml,75f2167b1684
3,16,2,2,False,euler,5,residual,ac5101ad9bbd.yaml,237484808fc9
4,16,2,2,False,euler,5,residual,ac5101ad9bbd.yaml,0a1f044add92
1,16,2,2,False,euler,5,absolute,10300177b42b.yaml,74ff4f2e61be
2,16,2,2,False,euler,5,absolute,10300177b42b.yaml,f02d0c63d186
3,16,2,2,False,euler,5,absolute,10300177b42b.yaml,9b7eebe53ecf
4,16,2,2,False,euler,5,absolute,10300177b42b.yaml,b2c3de217434
1,16,2,1,True,zoh,2,residual,522ea9b11b24.yaml,1182323d482b
2,16,2,1,True,zoh,2,residual,522ea9b11b24.yaml,5715409ded3e
3,16,2,1,True,zoh,2,residual,522ea9b11b24.yaml,3b92bc55fe98
4,16,2,1,True,zoh,2,residual,522ea9b11b24.yaml,6129783c8a12
1,16,2,1,True,zoh,2,absolute,e400153f4992.yaml,96090a28dc0f
2,16,2,1,True,zoh,2,absolute,e400153f4992.yaml,696722f11330
3,16,2,1,True,zoh,2,absolute,e400153f4992.yaml,ac44d9bb8191
4,16,2,1,True,zoh,2,absolute,e400153f4992.yaml,8f84424e298e
1,16,2,1,True,zoh,5,residual,6610bf6f9418.yaml,b46890498272
2,16,2,1,True,zoh,5,residual,6610bf6f9418.yaml,8a89b57700c0
3,16,2,1,True,zoh,5,residual,6610bf6f9418.yaml,86a3572ee0e2
4,16,2,1,True,zoh,5,residual,6610bf6f9418.yaml,07f1279feae4
1,16,2,1,True,zoh,5,absolute,8b2939b7abaf.yaml,c82a9d76ab37
2,16,2,1,True,zoh,5,absolute,8b2939b7abaf.yaml,9ba2ee9e66f4
3,16,2,1,True,zoh,5,absolute,8b2939b7abaf.yaml,dd8db94b359f
4,16,2,1,True,zoh,5,absolute,8b2939b7abaf.yaml,868cb42c74c0
1,16,2,1,True,euler,2,residual,f4cd557b7e3b.yaml,16662b29beb3
2,16,2,1,True,euler,2,residual,f4cd557b7e3b.yaml,0ac026912cdd
3,16,2,1,True,euler,2,residual,f4cd557b7e3b.yaml,2437e6cfa1ab
4,16,2,1,True,euler,2,residual,f4cd557b7e3b.yaml,733b93bfdb24
1,16,2,1,True,euler,2,absolute,fb873239796b.yaml,05a654321924
2,16,2,1,True,euler,2,absolute,fb873239796b.yaml,8982385f62a9
3,16,2,1,True,euler,2,absolute,fb873239796b.yaml,3d2df0b867f5
4,16,2,1,True,euler,2,absolute,fb873239796b.yaml,9378398baffb
1,16,2,1,True,euler,5,residual,07d813e51989.yaml,91544064211b
2,16,2,1,True,euler,5,residual,07d813e51989.yaml,3593a15435bc
3,16,2,1,True,euler,5,residual,07d813e51989.yaml,a5a8feaee3de
4,16,2,1,True,euler,5,residual,07d813e51989.yaml,76316ed84d0c
1,16,2,1,True,euler,5,absolute,e8510fb3de37.yaml,a7cc11e1de62
2,16,2,1,True,euler,5,absolute,e8510fb3de37.yaml,2be171b27386
3,16,2,1,True,euler,5,absolute,e8510fb3de37.yaml,32201d751d69
4,16,2,1,True,euler,5,absolute,e8510fb3de37.yaml,357eb8d5b39d
1,16,2,1,False,zoh,2,residual,1df2b3ea9ccc.yaml,cef3e32de1b4
2,16,2,1,False,zoh,2,residual,1df2b3ea9ccc.yaml,9439256a9907
3,16,2,1,False,zoh,2,residual,1df2b3ea9ccc.yaml,589ce2dcfe8a
4,16,2,1,False,zoh,2,residual,1df2b3ea9ccc.yaml,50ee324ffa2e
1,16,2,1,False,zoh,2,absolute,3325dcee7cd1.yaml,c774200b53cf
2,16,2,1,False,zoh,2,absolute,3325dcee7cd1.yaml,77b737cfc4e0
3,16,2,1,False,zoh,2,absolute,3325dcee7cd1.yaml,e8406d4498ae
4,16,2,1,False,zoh,2,absolute,3325dcee7cd1.yaml,307bd66ff285
1,16,2,1,False,zoh,5,residual,c52f1ad6dcb5.yaml,f579d865bfc8
2,16,2,1,False,zoh,5,residual,c52f1ad6dcb5.yaml,2e3cdf8173ec
3,16,2,1,False,zoh,5,residual,c52f1ad6dcb5.yaml,4677a9e5336f
4,16,2,1,False,zoh,5,residual,c52f1ad6dcb5.yaml,4d777989a107
1,16,2,1,False,zoh,5,absolute,83ae059be382.yaml,a8520ae0e6ec
2,16,2,1,False,zoh,5,absolute,83ae059be382.yaml,38562c6de214
3,16,2,1,False,zoh,5,absolute,83ae059be382.yaml,5cfb29bd301f
4,16,2,1,False,zoh,5,absolute,83ae059be382.yaml,2b6781f573dd
1,16,2,1,False,euler,2,residual,f2578cb06991.yaml,238a49a973a3
2,16,2,1,False,euler,2,residual,f2578cb06991.yaml,482eadc31485
3,16,2,1,False,euler,2,residual,f2578cb06991.yaml,5295aa5e5f6a
4,16,2,1,False,euler,2,residual,f2578cb06991.yaml,8de65745cf2e
1,16,2,1,False,euler,2,absolute,8be6b739f4aa.yaml,1d3d4bd367a7
2,16,2,1,False,euler,2,absolute,8be6b739f4aa.yaml,58e0b28e159a
3,16,2,1,False,euler,2,absolute,8be6b739f4aa.yaml,39cb5b67cf5d
4,16,2,1,False,euler,2,absolute,8be6b739f4aa.yaml,e3b33017f761
1,16,2,1,False,euler,5,residual,71f4fc16b9e8.yaml,2acaf790a7c3
2,16,2,1,False,euler,5,residual,71f4fc16b9e8.yaml,2500a1f0b8ee
3,16,2,1,False,euler,5,residual,71f4fc16b9e8.yaml,f53e8868f546
4,16,2,1,False,euler,5,residual,71f4fc16b9e8.yaml,cf2b9a286074
1,16,2,1,False,euler,5,absolute,9c4e8ff9515d.yaml,deb19073b578
2,16,2,1,False,euler,5,absolute,9c4e8ff9515d.yaml,cd8a82d0649d
3,16,2,1,False,euler,5,absolute,9c4e8ff9515d.yaml,2505aae1cc81
4,16,2,1,False,euler,5,absolute,9c4e8ff9515d.yaml,848dd3b9cffa
1,16,1,2,True,zoh,2,residual,af9fc8c57bb6.yaml,7ba54936f952
2,16,1,2,True,zoh,2,residual,af9fc8c57bb6.yaml,6d38f1cc3ceb
3,16,1,2,True,zoh,2,residual,af9fc8c57bb6.yaml,0083d68d16bd
4,16,1,2,True,zoh,2,residual,af9fc8c57bb6.yaml,5a8d6349c1a6
1,16,1,2,True,zoh,2,absolute,11804be0cb17.yaml,b74aab8d5849
2,16,1,2,True,zoh,2,absolute,11804be0cb17.yaml,90c0e9088d04
3,16,1,2,True,zoh,2,absolute,11804be0cb17.yaml,846cfde9c3cd
4,16,1,2,True,zoh,2,absolute,11804be0cb17.yaml,12e4dfbe1055
1,16,1,2,True,zoh,5,residual,c78bc08ee032.yaml,cdb27b2c4239
2,16,1,2,True,zoh,5,residual,c78bc08ee032.yaml,6d0fed71a75b
3,16,1,2,True,zoh,5,residual,c78bc08ee032.yaml,1706e1391594
4,16,1,2,True,zoh,5,residual,c78bc08ee032.yaml,85fd8d6a623f
1,16,1,2,True,zoh,5,absolute,96956394b035.yaml,bae6b0e846ce
2,16,1,2,True,zoh,5,absolute,96956394b035.yaml,e9a03d9d1ef1
3,16,1,2,True,zoh,5,absolute,96956394b035.yaml,fdae269e5cdd
4,16,1,2,True,zoh,5,absolute,96956394b035.yaml,1ac73813c8a8
1,16,1,2,True,euler,2,residual,803a3eeb60b9.yaml,06c8e405530e
2,16,1,2,True,euler,2,residual,803a3eeb60b9.yaml,c269a00485c6
3,16,1,2,True,euler,2,residual,803a3eeb60b9.yaml,ccfee309a6d6
4,16,1,2,True,euler,2,residual,803a3eeb60b9.yaml,fa1ec438cb28
1,16,1,2,True,euler,2,absolute,a5d38fbab4b6.yaml,936dbf16da01
2,16,1,2,True,euler,2,absolute,a5d38fbab4b6.yaml,3e2ebbd63d7b
3,16,1,2,True,euler,2,absolute,a5d38fbab4b6.yaml,31bd9851a2aa
4,16,1,2,True,euler,2,absolute,a5d38fbab4b6.yaml,8259313bbaa2
1,16,1,2,True,euler,5,residual,35c252354687.yaml,0cefea853333
2,16,1,2,True,euler,5,residual,35c252354687.yaml,8febc3d12230
3,16,1,2,True,euler,5,residual,35c252354687.yaml,652a5bce5bee
4,16,1,2,True,euler,5,residual,35c252354687.yaml,b6e701605a91
1,16,1,2,True,euler,5,absolute,c1a31848e6d4.yaml,7721e54a6239
2,16,1,2,True,euler,5,absolute,c1a31848e6d4.yaml,c00b223cb084
3,16,1,2,True,euler,5,absolute,c1a31848e6d4.yaml,7861f31535fb
4,16,1,2,True,euler,5,absolute,c1a31848e6d4.yaml,8e6e48bc0f99
1,16,1,2,False,zoh,2,residual,0a649dc836b0.yaml,041df1be021e
2,16,1,2,False,zoh,2,residual,0a649dc836b0.yaml,25060a76a496
3,16,1,2,False,zoh,2,residual,0a649dc836b0.yaml,6521a3baa036
4,16,1,2,False,zoh,2,residual,0a649dc836b0.yaml,ed5907937c96
1,16,1,2,False,zoh,2,absolute,2fb518064107.yaml,3bb404dd19d3
2,16,1,2,False,zoh,2,absolute,2fb518064107.yaml,a0ed7383a7e1
