config_name,model_hash,held_out_case,check,unit,metric,value,selective,auc,panel
6ea798f3a406.yaml,b4ec1d58679c,1,zero_state,[288:320],state_contribution,0.6925360520035463,False,0.6659349173553719,zero_state
584eb86deba0.yaml,4f3ffab6e66e,1,half_life,layer0,median_ms,2.489649534225464,True,0.8815713957759413,half_life
584eb86deba0.yaml,4f3ffab6e66e,1,half_life,layer1,median_ms,3.2188925743103027,True,0.8815713957759413,half_life
584eb86deba0.yaml,4f3ffab6e66e,1,half_life,layer2,median_ms,7.134165287017822,True,0.8815713957759413,half_life
584eb86deba0.yaml,4f3ffab6e66e,1,half_life,layer3,median_ms,7.232625007629394,True,0.8815713957759413,half_life
d816f22117d5.yaml,7f055462360c,1,half_life,layer0,median_ms,210.52198791503903,True,0.8765065426997245,half_life
d816f22117d5.yaml,7f055462360c,1,half_life,layer1,median_ms,210.52198791503903,True,0.8765065426997245,half_life
d816f22117d5.yaml,7f055462360c,1,half_life,layer2,median_ms,210.52198791503903,True,0.8765065426997245,half_life
d816f22117d5.yaml,7f055462360c,1,half_life,layer3,median_ms,210.52198791503903,True,0.8765065426997245,half_life
507a1353607f.yaml,34658236f97d,1,half_life,layer0,median_ms,3.649409294128418,False,0.9110135445362716,half_life
507a1353607f.yaml,34658236f97d,1,half_life,layer1,median_ms,2.471301555633545,False,0.9110135445362716,half_life
507a1353607f.yaml,34658236f97d,1,half_life,layer2,median_ms,2.5221610069274902,False,0.9110135445362716,half_life
507a1353607f.yaml,34658236f97d,1,half_life,layer3,median_ms,2.157496929168701,False,0.9110135445362716,half_life
ae0a0e4e978e.yaml,86d08e302712,1,half_life,layer0,median_ms,210.52198791503903,False,0.7968176078971533,half_life
ae0a0e4e978e.yaml,86d08e302712,1,half_life,layer1,median_ms,210.52198791503903,False,0.7968176078971533,half_life
ae0a0e4e978e.yaml,86d08e302712,1,half_life,layer2,median_ms,210.52198791503903,False,0.7968176078971533,half_life
ae0a0e4e978e.yaml,86d08e302712,1,half_life,layer3,median_ms,210.52198791503903,False,0.7968176078971533,half_life
2878ff75bc8a.yaml,a4d5a89d0551,1,half_life,layer0,median_ms,2.9623241424560547,True,0.8250975665748393,half_life
2878ff75bc8a.yaml,a4d5a89d0551,1,half_life,layer1,median_ms,4.231355667114258,True,0.8250975665748393,half_life
2878ff75bc8a.yaml,a4d5a89d0551,1,half_life,layer2,median_ms,5.760081768035889,True,0.8250975665748393,half_life
2878ff75bc8a.yaml,a4d5a89d0551,1,half_life,layer3,median_ms,4.593050956726074,True,0.8250975665748393,half_life
7228c951881d.yaml,b11515cd479d,1,half_life,layer0,median_ms,210.52198791503903,True,0.8836949035812672,half_life
7228c951881d.yaml,b11515cd479d,1,half_life,layer1,median_ms,210.52198791503903,True,0.8836949035812672,half_life
7228c951881d.yaml,b11515cd479d,1,half_life,layer2,median_ms,210.52198791503903,True,0.8836949035812672,half_life
7228c951881d.yaml,b11515cd479d,1,half_life,layer3,median_ms,210.52198791503903,True,0.8836949035812672,half_life
20e71b039d4e.yaml,5de494fe6199,1,half_life,layer0,median_ms,3.779710531234741,False,0.8852731864095501,half_life
20e71b039d4e.yaml,5de494fe6199,1,half_life,layer1,median_ms,3.5862069129943848,False,0.8852731864095501,half_life
20e71b039d4e.yaml,5de494fe6199,1,half_life,layer2,median_ms,3.071218490600586,False,0.8852731864095501,half_life
20e71b039d4e.yaml,5de494fe6199,1,half_life,layer3,median_ms,2.331662178039551,False,0.8852731864095501,half_life
1a19ef1f988b.yaml,02b97863586d,1,half_life,layer0,median_ms,210.52198791503903,False,0.8406795224977044,half_life
1a19ef1f988b.yaml,02b97863586d,1,half_life,layer1,median_ms,210.52198791503903,False,0.8406795224977044,half_life
1a19ef1f988b.yaml,02b97863586d,1,half_life,layer2,median_ms,210.52198791503903,False,0.8406795224977044,half_life
1a19ef1f988b.yaml,02b97863586d,1,half_life,layer3,median_ms,210.52198791503903,False,0.8406795224977044,half_life
9fd5d4780b48.yaml,0b854e87d2d6,1,half_life,layer0,median_ms,5.730579376220703,True,0.9015438475665748,half_life
9fd5d4780b48.yaml,0b854e87d2d6,1,half_life,layer1,median_ms,5.491976737976074,True,0.9015438475665748,half_life
78ca5922c9bf.yaml,95409e0e766e,1,half_life,layer0,median_ms,210.52198791503903,True,0.9343147382920112,half_life
78ca5922c9bf.yaml,95409e0e766e,1,half_life,layer1,median_ms,210.52198791503903,True,0.9343147382920112,half_life
785844bd75bc.yaml,33cc13dd48fe,1,half_life,layer0,median_ms,4.440033435821533,False,0.8823461891643709,half_life
785844bd75bc.yaml,33cc13dd48fe,1,half_life,layer1,median_ms,3.0534873008728027,False,0.8823461891643709,half_life
1bb643a40705.yaml,7d3528f7bcb4,1,half_life,layer0,median_ms,210.52198791503903,False,0.8282397842056932,half_life
1bb643a40705.yaml,7d3528f7bcb4,1,half_life,layer1,median_ms,210.52198791503903,False,0.8282397842056932,half_life
19b7bdbfdb1b.yaml,9b2f070215b3,1,half_life,layer0,median_ms,4.39482307434082,True,0.883149678604224,half_life
19b7bdbfdb1b.yaml,9b2f070215b3,1,half_life,layer1,median_ms,7.542280197143555,True,0.883149678604224,half_life
615b3e5e8dc9.yaml,3944b0a8c4ce,1,half_life,layer0,median_ms,210.52198791503903,True,0.8910267447199265,half_life
615b3e5e8dc9.yaml,3944b0a8c4ce,1,half_life,layer1,median_ms,210.52198791503903,True,0.8910267447199265,half_life
88c8a2386977.yaml,1d0f615af9a7,1,half_life,layer0,median_ms,3.660823822021485,False,0.8009067952249771,half_life
88c8a2386977.yaml,1d0f615af9a7,1,half_life,layer1,median_ms,3.990172863006592,False,0.8009067952249771,half_life
dd85abe752ba.yaml,f517b199970d,1,half_life,layer0,median_ms,210.52198791503903,False,0.8379677456382001,half_life
dd85abe752ba.yaml,f517b199970d,1,half_life,layer1,median_ms,210.52198791503903,False,0.8379677456382001,half_life
35e13b3d6a57.yaml,8c4aead7227f,1,half_life,layer0,median_ms,5.6622724533081055,True,0.9008838383838385,half_life
91443246bcf9.yaml,78370c3ccbfb,1,half_life,layer0,median_ms,210.52198791503903,True,0.9026342975206612,half_life
1fd5020aab7f.yaml,4e6f244b9119,1,half_life,layer0,median_ms,4.890645980834961,False,0.8489439853076216,half_life
e383b78a1108.yaml,bf210af21ef5,1,half_life,layer0,median_ms,210.52198791503903,False,0.8705234159779613,half_life
f3c8b9679081.yaml,a96b30718cb1,1,half_life,layer0,median_ms,3.783755302429199,True,0.8230601469237834,half_life
cd2caed96f33.yaml,a09d692fb204,1,half_life,layer0,median_ms,210.52198791503903,True,0.8427456382001837,half_life
ddca9c6767da.yaml,c24ed91eaf8d,1,half_life,layer0,median_ms,5.980958461761475,False,0.8911558769513315,half_life
b73c95fa7731.yaml,a5ba155885e9,1,half_life,layer0,median_ms,210.52198791503903,False,0.721935261707989,half_life
9fc675fd0183.yaml,76529a9ade37,1,half_life,layer0,median_ms,4.745606899261475,True,0.9087752525252524,half_life
9fc675fd0183.yaml,76529a9ade37,1,half_life,layer1,median_ms,15.028884887695312,True,0.9087752525252524,half_life
9fc675fd0183.yaml,76529a9ade37,1,half_life,layer2,median_ms,11.865655899047852,True,0.9087752525252524,half_life
9fc675fd0183.yaml,76529a9ade37,1,half_life,layer3,median_ms,4.206006050109863,True,0.9087752525252524,half_life
66f9b66faef8.yaml,f3b8233e4c4f,1,half_life,layer0,median_ms,210.52198791503903,True,0.9013860192837468,half_life
66f9b66faef8.yaml,f3b8233e4c4f,1,half_life,layer1,median_ms,210.52198791503903,True,0.9013860192837468,half_life
66f9b66faef8.yaml,f3b8233e4c4f,1,half_life,layer2,median_ms,175.01193237304688,True,0.9013860192837468,half_life
66f9b66faef8.yaml,f3b8233e4c4f,1,half_life,layer3,median_ms,210.52198791503903,True,0.9013860192837468,half_life
958b5079feae.yaml,3371b4ab52be,1,half_life,layer0,median_ms,6.622899532318115,False,0.8426738980716253,half_life
958b5079feae.yaml,3371b4ab52be,1,half_life,layer1,median_ms,5.478100776672363,False,0.8426738980716253,half_life
958b5079feae.yaml,3371b4ab52be,1,half_life,layer2,median_ms,5.367917537689209,False,0.8426738980716253,half_life
958b5079feae.yaml,3371b4ab52be,1,half_life,layer3,median_ms,5.001617431640625,False,0.8426738980716253,half_life
7bd3273ab33e.yaml,22046ec32b53,1,half_life,layer0,median_ms,210.52198791503903,False,0.907268709825528,half_life
7bd3273ab33e.yaml,22046ec32b53,1,half_life,layer1,median_ms,210.52198791503903,False,0.907268709825528,half_life
7bd3273ab33e.yaml,22046ec32b53,1,half_life,layer2,median_ms,210.52198791503903,False,0.907268709825528,half_life
7bd3273ab33e.yaml,22046ec32b53,1,half_life,layer3,median_ms,210.52198791503903,False,0.907268709825528,half_life
bd0c0b487924.yaml,53bb32154053,1,half_life,layer0,median_ms,13.406200408935549,True,0.8901371671258035,half_life
bd0c0b487924.yaml,53bb32154053,1,half_life,layer1,median_ms,4.748381614685059,True,0.8901371671258035,half_life
bd0c0b487924.yaml,53bb32154053,1,half_life,layer2,median_ms,7.840680122375488,True,0.8901371671258035,half_life
bd0c0b487924.yaml,53bb32154053,1,half_life,layer3,median_ms,4.159631729125977,True,0.8901371671258035,half_life
acb5f6b4022f.yaml,4da754070cf6,1,half_life,layer0,median_ms,210.52198791503903,True,0.8712121212121212,half_life
acb5f6b4022f.yaml,4da754070cf6,1,half_life,layer1,median_ms,210.52198791503903,True,0.8712121212121212,half_life
acb5f6b4022f.yaml,4da754070cf6,1,half_life,layer2,median_ms,210.52198791503903,True,0.8712121212121212,half_life
acb5f6b4022f.yaml,4da754070cf6,1,half_life,layer3,median_ms,210.52198791503903,True,0.8712121212121212,half_life
2de62f14efc4.yaml,be9143693d04,1,half_life,layer0,median_ms,5.147473335266113,False,0.9096217860422404,half_life
2de62f14efc4.yaml,be9143693d04,1,half_life,layer1,median_ms,5.354118347167969,False,0.9096217860422404,half_life
2de62f14efc4.yaml,be9143693d04,1,half_life,layer2,median_ms,5.06550407409668,False,0.9096217860422404,half_life
2de62f14efc4.yaml,be9143693d04,1,half_life,layer3,median_ms,5.223660469055176,False,0.9096217860422404,half_life
70b533d14566.yaml,8d40eaa814c7,1,half_life,layer0,median_ms,210.52198791503903,False,0.8206496786042241,half_life
70b533d14566.yaml,8d40eaa814c7,1,half_life,layer1,median_ms,210.52198791503903,False,0.8206496786042241,half_life
70b533d14566.yaml,8d40eaa814c7,1,half_life,layer2,median_ms,210.52198791503903,False,0.8206496786042241,half_life
70b533d14566.yaml,8d40eaa814c7,1,half_life,layer3,median_ms,210.52198791503903,False,0.8206496786042241,half_life
0e68422ca28d.yaml,ce8ec3e934b4,1,half_life,layer0,median_ms,6.085455894470215,True,0.8580836776859504,half_life
0e68422ca28d.yaml,ce8ec3e934b4,1,half_life,layer1,median_ms,12.735332489013672,True,0.8580836776859504,half_life
f19d5ca15add.yaml,03dbd2d1bc74,1,half_life,layer0,median_ms,210.52198791503903,True,0.9255624426078972,half_life
f19d5ca15add.yaml,03dbd2d1bc74,1,half_life,layer1,median_ms,199.916748046875,True,0.9255624426078972,half_life
3b440664aeb5.yaml,a15fdab255cf,1,half_life,layer0,median_ms,9.928427696228027,False,0.9230228420569332,half_life
3b440664aeb5.yaml,a15fdab255cf,1,half_life,layer1,median_ms,6.746584892272949,False,0.9230228420569332,half_life
83ce3829615e.yaml,e849f675acc5,1,half_life,layer0,median_ms,210.52198791503903,False,0.8526314279155188,half_life
83ce3829615e.yaml,e849f675acc5,1,half_life,layer1,median_ms,210.52198791503903,False,0.8526314279155188,half_life
522ea9b11b24.yaml,1182323d482b,1,half_life,layer0,median_ms,5.622440338134766,True,0.9181158172635444,half_life
522ea9b11b24.yaml,1182323d482b,1,half_life,layer1,median_ms,12.496941566467283,True,0.9181158172635444,half_life
f4cd557b7e3b.yaml,16662b29beb3,1,half_life,layer0,median_ms,210.52198791503903,True,0.9105544077134984,half_life
f4cd557b7e3b.yaml,16662b29beb3,1,half_life,layer1,median_ms,210.52198791503903,True,0.9105544077134984,half_life
1df2b3ea9ccc.yaml,cef3e32de1b4,1,half_life,layer0,median_ms,6.992610454559326,False,0.911644857667585,half_life
1df2b3ea9ccc.yaml,cef3e32de1b4,1,half_life,layer1,median_ms,6.55748176574707,False,0.911644857667585,half_life
f2578cb06991.yaml,238a49a973a3,1,half_life,layer0,median_ms,210.52198791503903,False,0.8424873737373738,half_life
f2578cb06991.yaml,238a49a973a3,1,half_life,layer1,median_ms,210.52198791503903,False,0.8424873737373738,half_life
af9fc8c57bb6.yaml,7ba54936f952,1,half_life,layer0,median_ms,9.009506225585938,True,0.5881255739210285,half_life
803a3eeb60b9.yaml,06c8e405530e,1,half_life,layer0,median_ms,210.52198791503903,True,0.6045110192837466,half_life
0a649dc836b0.yaml,041df1be021e,1,half_life,layer0,median_ms,12.566935539245604,False,0.9063217401285584,half_life
5b2a781d294a.yaml,a7ad8fa4af9f,1,half_life,layer0,median_ms,210.52198791503903,False,0.8200040174471993,half_life
2dd0effd4eaa.yaml,0e00bfb6f56f,1,half_life,layer0,median_ms,3.960418701171875,True,0.810333448117539,half_life
6bdb1f777147.yaml,cf305a75c126,1,half_life,layer0,median_ms,210.52198791503903,True,0.6245695592286501,half_life
2e2427afcb6d.yaml,05c01bd0dcff,1,half_life,layer0,median_ms,8.78493595123291,False,0.8480974517906337,half_life
c08b62a11771.yaml,a4cab7f2fe52,1,half_life,layer0,median_ms,210.52198791503903,False,0.7246183425160697,half_life
882f1bbbb7cd.yaml,53d656a091fd,1,half_life,layer0,median_ms,16.740888595581055,True,0.9092917814508724,half_life
882f1bbbb7cd.yaml,53d656a091fd,1,half_life,layer1,median_ms,26.2763671875,True,0.9092917814508724,half_life
882f1bbbb7cd.yaml,53d656a091fd,1,half_life,layer2,median_ms,7.065004825592041,True,0.9092917814508724,half_life
882f1bbbb7cd.yaml,53d656a091fd,1,half_life,layer3,median_ms,10.26663589477539,True,0.9092917814508724,half_life
b7fa91c2de83.yaml,8c7571539ddc,1,half_life,layer0,median_ms,67.96083068847656,True,0.8600350091827366,half_life
b7fa91c2de83.yaml,8c7571539ddc,1,half_life,layer1,median_ms,61.17396926879883,True,0.8600350091827366,half_life
b7fa91c2de83.yaml,8c7571539ddc,1,half_life,layer2,median_ms,210.52198791503903,True,0.8600350091827366,half_life
b7fa91c2de83.yaml,8c7571539ddc,1,half_life,layer3,median_ms,210.52198791503903,True,0.8600350091827366,half_life
489f94bd9fcd.yaml,a44c4b500d74,1,half_life,layer0,median_ms,14.299114227294922,False,0.7795856290174472,half_life
489f94bd9fcd.yaml,a44c4b500d74,1,half_life,layer1,median_ms,10.689321517944336,False,0.7795856290174472,half_life
489f94bd9fcd.yaml,a44c4b500d74,1,half_life,layer2,median_ms,9.839675903320312,False,0.7795856290174472,half_life
489f94bd9fcd.yaml,a44c4b500d74,1,half_life,layer3,median_ms,10.147789001464844,False,0.7795856290174472,half_life
c76270425c9e.yaml,319c77ff2fe8,1,half_life,layer0,median_ms,210.52198791503903,False,0.8681129476584022,half_life
c76270425c9e.yaml,319c77ff2fe8,1,half_life,layer1,median_ms,210.52198791503903,False,0.8681129476584022,half_life
c76270425c9e.yaml,319c77ff2fe8,1,half_life,layer2,median_ms,210.52198791503903,False,0.8681129476584022,half_life
c76270425c9e.yaml,319c77ff2fe8,1,half_life,layer3,median_ms,210.52198791503903,False,0.8681129476584022,half_life
b257164b50d8.yaml,adaafd0734ff,1,half_life,layer0,median_ms,14.810380935668944,True,0.9139261937557392,half_life
b257164b50d8.yaml,adaafd0734ff,1,half_life,layer1,median_ms,11.038215637207031,True,0.9139261937557392,half_life
b257164b50d8.yaml,adaafd0734ff,1,half_life,layer2,median_ms,4.929176330566406,True,0.9139261937557392,half_life
b257164b50d8.yaml,adaafd0734ff,1,half_life,layer3,median_ms,14.641399383544922,True,0.9139261937557392,half_life
a50245a10669.yaml,0f5602c303a5,1,half_life,layer0,median_ms,210.52198791503903,True,0.8360594582185492,half_life
a50245a10669.yaml,0f5602c303a5,1,half_life,layer1,median_ms,132.72250366210938,True,0.8360594582185492,half_life
a50245a10669.yaml,0f5602c303a5,1,half_life,layer2,median_ms,210.52198791503903,True,0.8360594582185492,half_life
a50245a10669.yaml,0f5602c303a5,1,half_life,layer3,median_ms,83.14900207519531,True,0.8360594582185492,half_life
61a995157d85.yaml,50e3ef07f16f,1,half_life,layer0,median_ms,13.487289428710938,False,0.9217745638200184,half_life
61a995157d85.yaml,50e3ef07f16f,1,half_life,layer1,median_ms,8.629404067993164,False,0.9217745638200184,half_life
61a995157d85.yaml,50e3ef07f16f,1,half_life,layer2,median_ms,7.998973846435547,False,0.9217745638200184,half_life
61a995157d85.yaml,50e3ef07f16f,1,half_life,layer3,median_ms,9.575439453125,False,0.9217745638200184,half_life
e0902212d370.yaml,dfe6f2bb093c,1,half_life,layer0,median_ms,210.52198791503903,False,0.7837178604224059,half_life
e0902212d370.yaml,dfe6f2bb093c,1,half_life,layer1,median_ms,210.52198791503903,False,0.7837178604224059,half_life
e0902212d370.yaml,dfe6f2bb093c,1,half_life,layer2,median_ms,210.52198791503903,False,0.7837178604224059,half_life
e0902212d370.yaml,dfe6f2bb093c,1,half_life,layer3,median_ms,210.52198791503903,False,0.7837178604224059,half_life
3ec7186fad7e.yaml,201c928c631f,1,half_life,layer0,median_ms,27.51220703125,True,0.8226727502295684,half_life
3ec7186fad7e.yaml,201c928c631f,1,half_life,layer1,median_ms,38.040184020996094,True,0.8226727502295684,half_life
b39731b66741.yaml,086acf0275b8,1,half_life,layer0,median_ms,61.76408767700195,True,0.819128787878788,half_life
b39731b66741.yaml,086acf0275b8,1,half_life,layer1,median_ms,63.88839721679688,True,0.819128787878788,half_life
e622e3993a72.yaml,04f342ed4dcb,1,half_life,layer0,median_ms,16.17172622680664,False,0.9124626951331496,half_life
e622e3993a72.yaml,04f342ed4dcb,1,half_life,layer1,median_ms,11.794862747192385,False,0.9124626951331496,half_life
352f70960ed3.yaml,b77482e85dc3,1,half_life,layer0,median_ms,210.52198791503903,False,0.9275424701561064,half_life
352f70960ed3.yaml,b77482e85dc3,1,half_life,layer1,median_ms,210.52198791503903,False,0.9275424701561064,half_life
58fd79f02b2d.yaml,08bf71867940,1,half_life,layer0,median_ms,35.2974739074707,True,0.8317837465564739,half_life
58fd79f02b2d.yaml,08bf71867940,1,half_life,layer1,median_ms,16.34178352355957,True,0.8317837465564739,half_life
b4778c6ea130.yaml,15fba0d893ec,1,half_life,layer0,median_ms,51.451805114746094,True,0.906838269054178,half_life
b4778c6ea130.yaml,15fba0d893ec,1,half_life,layer1,median_ms,48.10391998291016,True,0.906838269054178,half_life
27a2b2159d54.yaml,d19d06b1cbfa,1,half_life,layer0,median_ms,18.6312313079834,False,0.8656307392102847,half_life
27a2b2159d54.yaml,d19d06b1cbfa,1,half_life,layer1,median_ms,14.033491134643556,False,0.8656307392102847,half_life
f4c0e20e66b2.yaml,ac827ae4b94b,1,half_life,layer0,median_ms,210.52198791503903,False,0.7327536730945822,half_life
f4c0e20e66b2.yaml,ac827ae4b94b,1,half_life,layer1,median_ms,210.52198791503903,False,0.7327536730945822,half_life
bcf3e2800b54.yaml,17c75659257f,1,half_life,layer0,median_ms,7.697036266326904,True,0.7563561753902663,half_life
49cc1bf5d8c4.yaml,7660b0f094a1,1,half_life,layer0,median_ms,74.37760925292969,True,0.8142504591368227,half_life
1e3c7295dbd7.yaml,ab254bc63c41,1,half_life,layer0,median_ms,24.38451194763184,False,0.7099833562901745,half_life
1631f682bea0.yaml,2429d5856f8e,1,half_life,layer0,median_ms,210.52198791503903,False,0.8390581955922864,half_life
51374aa4c5f8.yaml,05f0f3d0db06,1,half_life,layer0,median_ms,12.10630702972412,True,0.8051251147842058,half_life
c8b06986e2fc.yaml,2173b8bdf0f9,1,half_life,layer0,median_ms,71.64567565917969,True,0.600034435261708,half_life
b8d158135893.yaml,fcfc484ffa45,1,half_life,layer0,median_ms,21.729671478271484,False,0.597279614325069,half_life
6ea798f3a406.yaml,b4ec1d58679c,1,half_life,layer0,median_ms,210.52198791503903,False,0.6659349173553719,half_life
